Fighter,Wins,Losses,Stance,Weight Class,Total Rounds Fought,Title fights,KOs,Submissions,TKO/DoctorStoppage,age,Gender,Height,Weight,Reach,WinRate
Mark Scanlon,0,0,Orthodox,Welterweight,0,0,0,0,0,27,MALE,175.26,170,177.8,
Marcin Wrzosek,0,0,Orthodox,Lightweight,0,0,0,0,0,28,MALE,175.26,155,178.0,
Manuel Rodriguez,0,0,Orthodox,Welterweight,0,0,0,0,0,27,MALE,175.26,170,172.72,
Manolo Zecchini,0,0,Orthodox,Featherweight,0,0,0,0,0,26,MALE,172.72,145,172.72,
Mairon Santos,0,0,Orthodox,Featherweight,0,0,0,0,0,24,MALE,170.18,145,182.88,
Tina Lahdemaki,0,0,Orthodox,Women's Strawweight,0,0,0,0,0,26,FEMALE,157.48,115,157.48,
Maiquel Falcao,0,0,Orthodox,Middleweight,0,0,0,0,0,29,MALE,180.34,185,175.0,
Peggy Morgan,0,0,Orthodox,Women's Bantamweight,0,0,0,0,0,33,FEMALE,185.42,135,177.8,
Puja Tomar,0,0,Southpaw,Women's Strawweight,0,0,0,0,0,30,FEMALE,162.56,115,149.86,
Rafael Cerqueira,0,0,Southpaw,Light Heavyweight,0,0,0,0,0,34,MALE,190.5,205,193.04,
Ramazan Temirov,0,0,Orthodox,Flyweight,0,0,0,0,0,27,MALE,162.56,125,160.02,
Stephen Bass,0,0,Orthodox,Featherweight,0,0,0,0,0,29,MALE,175.26,145,185.0,
Sung Bin Jo,0,0,Orthodox,Featherweight,0,0,0,0,0,26,MALE,182.88,145,182.88,
Shunichi Shimizu,0,0,Orthodox,Bantamweight,0,0,0,0,0,28,MALE,165.1,135,167.64,
Sean Sharaf,0,0,Orthodox,Heavyweight,0,0,0,0,0,31,MALE,190.5,252,195.58,
Sako Chivitchian,0,0,Orthodox,Lightweight,0,0,0,0,0,26,MALE,180.34,155,180.0,
Ryan Mcgillivray,0,0,Orthodox,Welterweight,0,0,0,0,0,24,MALE,180.34,170,185.0,
Ryan Loder,0,0,Southpaw,Middleweight,0,0,0,0,0,33,MALE,187.96,185,193.04,
Roman Bogatov,0,0,Orthodox,Lightweight,0,0,0,0,0,29,MALE,172.72,155,172.72,
Roger Zapata,0,0,Southpaw,Welterweight,0,0,0,0,0,29,MALE,180.34,170,187.96,
Roger Gracie,0,0,Orthodox,Middleweight,0,0,0,0,0,31,MALE,193.04,185,200.66,
Rodolfo Rubio,0,0,Orthodox,Featherweight,0,0,0,0,0,27,MALE,165.1,145,167.64,
Rocky Lee,0,0,Orthodox,Featherweight,0,0,0,0,0,28,MALE,175.26,145,172.72,
Roberto Romero,0,0,Orthodox,Lightweight,0,0,0,0,0,24,MALE,172.72,155,177.8,
Robert Valentin,0,0,Orthodox,Middleweight,0,0,0,0,0,29,MALE,187.96,185,195.58,
Robert Bryczek,0,0,Orthodox,Middleweight,0,0,0,0,0,33,MALE,182.88,185,190.5,
Richie Smullen,0,0,Orthodox,Lightweight,0,0,0,0,0,26,MALE,175.26,155,172.72,
Renzo Gracie,0,0,Orthodox,Welterweight,0,0,0,0,0,43,MALE,177.8,185,177.8,
Reinier De Ridder,0,0,Southpaw,Middleweight,0,0,0,0,0,34,MALE,193.04,185,198.12,
Ravena Oliveira,0,0,Orthodox,Women's Bantamweight,0,0,0,0,0,26,FEMALE,165.1,115,165.1,
Maia Stevenson,0,0,Orthodox,Women's Strawweight,0,0,0,0,0,35,FEMALE,162.56,115,157.48,
Maciej Jewtuszko,0,0,Southpaw,Lightweight,0,0,0,0,0,30,MALE,182.88,155,188.0,
Luiz Garagorri,0,0,Orthodox,Featherweight,0,0,0,0,0,30,MALE,175.26,145,177.8,
Jimmy Quinlan,0,0,Orthodox,Middleweight,0,0,0,0,0,26,MALE,182.88,185,182.88,
Jay Cucciniello,0,0,Orthodox,Featherweight,0,0,0,0,0,31,MALE,170.18,155,173.0,
Javier Vazquez,0,0,Southpaw,Featherweight,0,0,0,0,0,33,MALE,170.18,145,175.26,
Jamie Yager,0,0,Orthodox,Middleweight,0,0,0,0,0,26,MALE,185.42,185,185.0,
Steven Koslow,0,0,Switch,Bantamweight,0,0,0,0,0,25,MALE,170.18,125,175.26,
James Toney,0,0,Orthodox,Heavyweight,0,0,0,0,0,42,MALE,175.26,220,183.0,
James Mulheron,0,0,Orthodox,Heavyweight,0,0,0,0,0,29,MALE,177.8,243,185.42,
James Hammortree,0,0,Orthodox,Middleweight,0,0,0,0,0,26,MALE,190.5,185,191.77,
Izabela Badurek,0,0,Orthodox,Women's Strawweight,0,0,0,0,0,23,FEMALE,165.1,115,165.0,
Ivan Erslan,0,0,Orthodox,Light Heavyweight,0,0,0,0,0,32,MALE,187.96,205,182.88,
Isabela De Pauda,0,0,Orthodox,Women's Flyweight,0,0,0,0,0,28,FEMALE,160.02,125,162.56,
Humberto Brown,0,0,Switch,Featherweight,0,0,0,0,0,30,MALE,177.8,145,180.34,
Vernon Ramos,0,0,Orthodox,Welterweight,0,0,0,0,0,23,MALE,167.64,170,182.88,
Guilherme Vasconcelos,0,0,Orthodox,Middleweight,0,0,0,0,0,28,MALE,182.88,185,187.96,
Gilbert Smith,0,0,Southpaw,Middleweight,0,0,0,0,0,31,MALE,175.26,185,190.5,
Fredson Paixao,0,0,Orthodox,Featherweight,0,0,0,0,0,31,MALE,167.64,145,167.64,
Filip Pejic,0,0,Orthodox,Bantamweight,0,0,0,0,0,23,MALE,172.72,135,177.8,
Felipe Olivieri,0,0,Orthodox,Lightweight,0,0,0,0,0,30,MALE,175.26,155,182.88,
Felipe Lima,0,0,Orthodox,Featherweight,0,0,0,0,0,26,MALE,167.64,145,172.72,
Felipe Bunes,0,0,Orthodox,Flyweight,0,0,0,0,0,34,MALE,170.18,125,175.26,
Jianping Yang,0,0,Orthodox,Featherweight,0,0,0,0,0,25,MALE,170.18,145,165.1,
Tyler Toner,0,0,Orthodox,Featherweight,0,0,0,0,0,27,MALE,172.72,145,177.8,
Liliya Shakirova,0,0,Orthodox,Women's Flyweight,0,0,0,0,0,29,FEMALE,162.56,125,165.1,
Tyler Diamond,0,0,Orthodox,Featherweight,0,0,0,0,0,27,MALE,170.18,145,175.26,
Lewis Gonzalez,0,0,Orthodox,Welterweight,0,0,0,0,0,27,MALE,177.8,170,185.42,
Tom Blackledge,0,0,Orthodox,Light Heavyweight,0,0,0,0,0,32,MALE,182.88,205,196.0,
Klaudia Sygula,0,0,Orthodox,Women's Bantamweight,0,0,0,0,0,25,FEMALE,172.72,135,175.26,
Tom Gallicchio,0,0,Southpaw,Welterweight,0,0,0,0,0,30,MALE,177.8,170,185.42,
Khusein Askhabov,0,0,Orthodox,Featherweight,0,0,0,0,0,28,MALE,172.72,145,175.26,
Khalid Murtazaliev,0,0,Orthodox,Middleweight,0,0,0,0,0,25,MALE,182.88,185,193.04,
Karine Gevorgyan,0,0,Orthodox,Women's Flyweight,0,0,0,0,0,28,FEMALE,162.56,125,160.02,
Kalinn Williams,0,0,Orthodox,Welterweight,0,0,0,0,0,25,MALE,182.88,170,182.88,
Kai Asakura,0,0,Orthodox,Flyweight,0,0,0,0,0,31,MALE,172.72,125,175.26,
Kaan Ofli,0,0,Orthodox,Featherweight,0,0,0,0,0,31,MALE,170.18,145,167.64,
Justin Frazier,0,0,Southpaw,Heavyweight,0,0,0,0,0,29,MALE,182.88,265,190.5,
Joshua Culibao,0,0,Orthodox,Lightweight,0,0,0,0,0,25,MALE,177.8,155,177.8,
Josh Bryant,0,0,Orthodox,Middleweight,0,0,0,0,0,30,MALE,177.8,185,185.42,
Jose Ochoa,0,0,Southpaw,Flyweight,0,0,0,0,0,23,MALE,170.18,125,170.18,
Jordan Vucenic,0,0,Orthodox,Lightweight,0,0,0,0,0,28,MALE,177.8,155,185.42,
Jon Manley,0,0,Orthodox,Welterweight,0,0,0,0,0,26,MALE,185.42,170,190.5,
John Teixeira,0,0,Orthodox,Featherweight,0,0,0,0,0,25,MALE,170.18,145,173.0,
Joe Merritt,0,0,Orthodox,Welterweight,0,0,0,0,0,31,MALE,182.88,170,185.42,
Joe Giannetti,0,0,Southpaw,Lightweight,0,0,0,0,0,23,MALE,182.88,155,187.96,
Zygimantas Ramaska,0,0,Orthodox,Featherweight,0,0,0,0,0,27,MALE,180.34,145,180.34,
